V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,feature
1.207937344,1.187733047,2.832628061,2.693892506,3.205712859,2.798883408,3.738600147,4.715200533,4.432811108,5.286073246,PubchemFP712
0.598641938,1.564416312,1.542206447,2.334177441,4.559207813,5.090028318,3.294057016,2.13922544,4.57248074,4.390430852,PubchemFP12
1.940577753,2.083396022,0.696168294,1.473396559,3.24696617,3.406759092,2.334752755,2.555178593,3.457646657,4.342635344,PubchemFP2
1.000676035,1.464174643,1.701844654,1.390081406,1.861515987,2.448851205,2.647903013,2.49011655,5.258882937,4.643878123,PubchemFP192
0.422809043,1.092599425,1.259239122,2.045061088,1.304365016,2.669627189,3.882305619,3.306216154,3.843596457,3.565873777,PubchemFP537
1.35453424,1.915585321,3.271886386,2.161015073,2.471655813,1.822273897,2.565679011,2.707092347,1.816913225,2.842011743,PubchemFP758
1.167489834,1.160798535,2.152338221,1.791812889,2.127872154,3.331426862,2.73331528,2.50909907,2.162050039,3.307874826,PubchemFP335
1.512089353,1.011137619,1.814707344,2.860057656,2.192864135,1.161940736,3.034052946,3.278938231,2.408232816,2.417396905,PubchemFP462
0.376705319,2.602145694,1.040263353,1.995148496,1.798107947,2.431004089,3.301485887,2.948468314,3.088099375,2.069130077,PubchemFP432
0.922622289,0.960675602,1.673735035,2.277140916,2.230694983,1.808597203,3.437290559,2.964222678,1.055414584,3.29250549,PubchemFP821
0.657450755,1.515131227,1.835363543,1.392535922,2.105553172,2.329318839,2.529903003,2.241644121,2.090497895,2.68566502,PubchemFP696
0.875213105,1.310860222,2.502552882,2.198359005,1.172155826,2.070989815,1.511402652,1.843325953,1.668423043,2.351419617,PubchemFP451
0.629713291,1.026102289,1.582805481,1.570717313,2.442059602,2.182847857,1.710867406,2.353245405,1.118825703,1.807492058,PubchemFP697
1.274909494,1.302137459,0.813949197,1.974819084,0.912010558,2.130474455,1.566572772,2.362057578,1.748353825,1.980362908,PubchemFP646
0.50183209,1.001157948,1.695290008,0.816148689,1.306805391,2.094234465,1.038338029,2.68630206,2.621832007,2.210363686,PubchemFP574
0.511690765,1.16174907,1.259062654,1.434376793,1.14889688,1.207513985,2.00786148,2.933123662,2.200905939,1.58888226,PubchemFP185
1.298424086,0.736855039,1.530061792,0.23772464,1.682315454,1.663092761,1.474701361,1.781873369,1.406529097,1.57028042,PubchemFP645
1.313664814,0.742246287,1.789526355,1.027648019,0.895448252,0.763364164,1.939236413,1.381364665,1.396428908,1.934392529,PubchemFP548
0.717840577,0.518311196,0.783985672,1.185108675,1.171253405,1.766477901,1.514631929,1.775082917,1.861251766,1.487435885,PubchemFP619
0.847054831,0.36706649,1.270589963,1.116122805,1.653766117,1.220732673,1.066259987,1.648744973,2.07476328,1.205401727,PubchemFP655
0.366246259,0.494665299,0.971905172,1.857653985,1.340010328,1.197327574,1.494201555,1.118853322,1.779871609,1.515145076,PubchemFP346
0.29002062,0.642088041,1.215979261,1.411125342,0.958602767,2.252885977,1.32783082,1.541508242,0.984889598,1.264217359,PubchemFP199
0.790425297,0.892743445,0.970438203,1.203306924,1.028399498,1.142369488,0.806806495,0.983882812,2.1615052,1.495728905,PubchemFP385
0.456872231,0.686828764,0.402724609,1.076791916,1.225517833,1.393828986,1.340744623,1.063584652,1.632543479,1.734012824,PubchemFP285
1.475943674,0.981429285,0.791855264,0.683130298,1.177722259,1.140269241,0.981938069,1.408989533,1.283859621,0.866528988,PubchemFP776
0.284753823,0.418357948,0.502810886,1.002938419,1.330898652,2.033875976,0.851425905,1.508376351,1.481838509,1.260625503,PubchemFP193
0.620366688,0.64834553,1.010569355,0.9389491,1.490593011,1.155131815,0.80139192,1.584143953,1.072088174,1.083941877,PubchemFP391
0.239944416,0.400077184,0.3973522,1.198449627,1.176714536,1.823184586,1.210127498,1.087997178,1.536019779,1.214148761,PubchemFP580
0.651982684,0.815876396,1.095057006,1.005377965,1.525114935,0.824939963,1.278610886,0.899828875,1.339483121,0.648025867,PubchemFP698
1.146456025,0.93885549,0.635385707,0.675993854,1.062798878,1.348318212,1.647304452,0.863473431,0.732507074,1.006703283,PubchemFP699
0.489443097,0.504339837,1.669549901,1.097846871,1.303431584,0.587222075,0.623059447,1.049120495,0.832643394,1.816603778,PubchemFP692
0.269205268,0.841885325,0.790830043,1.584826739,1.09541111,0.562977523,0.748923777,1.58298539,0.840692946,1.403352248,PubchemFP713
0.511879311,0.940197203,0.96424246,0.826703119,0.812942522,0.730117296,1.238139915,1.21236821,1.44823635,1.014370855,PubchemFP502
0.348334352,0.607827898,0.926570771,1.312120916,0.753946029,0.782187258,0.8472491,1.30294836,1.218542941,1.560008731,PubchemFP447
0.333939267,0.504965471,0.83657409,2.186181663,0.866550422,1.456353331,0.391645706,1.020703977,1.656909876,0.398316534,PubchemFP351
0.504623501,0.557176985,0.658154004,1.424130752,1.287472351,1.165058071,0.916127329,1.324630246,0.744624254,0.899582738,PubchemFP366
0.379262803,1.098960256,1.090509289,0.669040247,1.098183721,1.115673659,0.774441639,1.218763511,0.510768458,1.524930719,PubchemFP483
1.023675396,0.542744987,0.469503395,1.572010921,0.852918264,1.076010791,0.655349782,1.167086579,0.917274583,1.018349611,PubchemFP643
1.086655487,1.049253302,0.824576793,1.073559769,0.921891721,1.124073213,0.416283296,0.982408,0.847398484,0.937314643,PubchemFP414
0.786005716,0.737366534,0.508050652,1.061536638,0.976755281,0.970199383,0.673315547,0.941446581,1.26370069,1.336512219,PubchemFP305
0.489959808,0.963660216,0.601687166,1.065066426,0.828242973,1.283678383,1.240425634,1.008052572,1.191982043,0.57601892,PubchemFP259
0.477363535,0.983376559,0.917965483,1.094984561,1.102525685,1.036620008,1.040424551,0.938010686,0.609039817,1.00209325,PubchemFP377
0.141078261,0.625013915,0.863435135,1.04186727,0.537349698,1.018557259,1.196923428,0.755486946,1.782469275,1.087645199,PubchemFP14
0.571391882,0.723689946,0.823525169,1.055981062,1.254459529,0.716755964,1.299954916,0.532335526,0.803000361,1.265804628,PubchemFP491
0.436479348,0.72395338,1.116251625,0.680755291,0.591424557,0.718590424,0.901807368,0.495451955,1.749600982,1.544239499,PubchemFP439
0.057649764,0.285630522,1.124743248,1.0328521,1.299129453,1.129902275,0.371938603,1.334713567,0.902640119,1.269290282,PubchemFP573
0.28383919,0.719969617,0.955752924,0.934834926,0.998570364,0.723998683,0.494481134,1.476610584,0.696298965,1.501254101,PubchemFP465
0.404811472,0.927572937,1.141498151,0.990163914,0.989050758,0.959680612,0.687377291,0.876654337,0.951516636,0.760700189,PubchemFP604
0.207392392,0.471862286,1.311128431,0.67409408,0.992725586,1.233696964,0.939160971,1.211542031,0.914596017,0.723605712,PubchemFP373
0.38559081,0.440875395,0.526182092,0.80693874,0.899263162,1.016941937,1.371679819,1.025961575,0.8212535,1.158644607,PubchemFP617
0.247576929,0.739173081,0.536195378,0.711123554,0.746832391,1.135397862,0.900902246,1.163667326,0.919525972,1.346804224,PubchemFP704
0.492806371,0.833047781,1.257928251,0.759711443,0.635292303,0.612986011,0.604334082,0.688836859,1.273151366,1.243847619,PubchemFP179
0.446181107,0.210054483,0.743784303,0.978459052,0.997410913,0.965625691,1.711301947,0.602686145,1.291931773,0.322369077,PubchemFP641
0.692323738,0.451699741,0.727265834,1.112120705,0.870988883,1.067251325,0.316686607,1.000017295,1.103393745,0.630544296,PubchemFP457
0.637238763,0.870049328,1.131155946,0.715991115,1.015262435,0.846520078,0.619825171,0.827209318,0.509623428,0.789412417,PubchemFP637
0.918257017,0.427022126,0.626086645,0.828883723,0.941121596,1.364778306,0.645705959,0.814896563,0.423472739,0.876618209,PubchemFP392
0.357880202,0.788166744,1.37044288,0.625150118,0.540630885,0.56720778,0.669605379,0.868662542,1.061666247,0.691656604,PubchemFP546
0.494656241,0.745267661,0.652270826,0.630930549,0.506441602,0.735395536,0.718532628,1.254196795,0.782465603,0.888018674,PubchemFP638
0.601298916,0.52382183,1.394316773,0.56888935,0.599808064,0.747448279,0.606805869,0.899260297,0.837535065,0.627195396,PubchemFP682
0.478556482,0.443614991,0.661546207,0.845454888,0.574500893,1.061432196,0.625041354,1.168022333,1.167267959,0.326426765,PubchemFP689
0.274386591,0.215338347,0.64019887,0.666524257,0.530821739,0.664318758,1.139788166,1.135723199,1.171075401,0.651723335,PubchemFP594
0.090155876,0.262207407,0.703375379,0.913890908,0.715065873,0.754451007,1.096023026,1.097772118,0.910571633,0.507605726,PubchemFP33
0.244838108,0.445716839,0.957124423,0.64419049,0.596076322,0.908360161,0.968624355,0.814154718,0.408766141,1.049962543,PubchemFP818
0.332218057,0.707549076,0.965778194,0.994470846,1.07734412,0.787106836,0.631591727,0.531037117,0.338853993,0.652231958,PubchemFP186
0.950916186,0.710433937,0.648309586,0.445672199,0.562354974,0.602351757,0.756375674,0.817246221,0.836648036,0.590776494,PubchemFP602
0.199525673,0.385655114,0.647567495,0.495917969,0.838528155,0.764515856,0.747881551,1.061076859,0.776881453,0.939478331,PubchemFP531
0.246360665,0.779338524,0.543032466,0.880444179,0.847597504,0.661126922,0.91177961,0.654406622,0.7095916,0.561160696,PubchemFP777
0.573754033,0.367458789,0.994589966,0.896031763,0.375237046,0.837655331,0.570595835,0.842452162,0.776184445,0.400141884,PubchemFP685
0.243594332,0.548659764,0.805706673,0.591920531,0.970226279,0.439409757,0.663874495,0.995868593,0.53721425,0.816597332,PubchemFP294
0.111095175,0.443109233,0.458699169,0.756831065,0.778159696,0.397058162,0.512991824,0.805858431,0.939372462,1.379900339,PubchemFP755
0.531377201,0.503534601,0.315278808,0.853750192,0.492866243,0.668283078,0.737853767,0.638755225,1.105675755,0.718963954,PubchemFP651
0.509136654,0.315312466,0.805637426,0.747630525,0.261633599,0.47768864,0.408025302,0.95993086,1.030252716,1.048231948,PubchemFP532
0.180962942,0.76935432,0.526908771,0.630567894,0.833659103,1.127296678,0.789299529,0.649922928,0.533002404,0.469657358,PubchemFP381
0.424465715,0.511513457,0.639172286,0.492776735,1.046391452,0.361925077,0.975731557,0.991693886,0.81143877,0.240660284,PubchemFP459
0.214648537,0.463325456,0.605917338,0.610843164,0.854141027,0.501204419,0.491789161,1.00324434,0.780239711,0.965024096,PubchemFP362
0.490055255,0.402506959,0.785728822,1.010595838,0.695110438,0.910936809,0.88638777,0.346079067,0.590580994,0.356641098,PubchemFP542
0.515869966,0.588676973,0.621346045,0.221079914,1.267063823,0.811701762,0.75288035,0.689242474,0.315496161,0.686390987,PubchemFP383
0.239531461,0.477503963,0.579722711,0.408518915,0.425198153,0.994464368,0.813127216,0.778973735,0.975259497,0.747174534,PubchemFP579
0.35249409,0.572539491,0.649867398,0.678401112,0.875627581,0.359004326,1.091795228,0.495055261,0.865431677,0.43276834,PubchemFP353
0.196822112,0.438885888,0.460341332,0.833290615,0.685292561,0.694936035,0.830400906,0.51430942,0.820543996,0.892648058,PubchemFP374
0.290712792,0.410658553,0.956143393,0.428848313,0.828821395,1.077412401,0.503063408,0.627300065,0.964858775,0.268834944,PubchemFP15
0.639463879,0.560393055,0.572746784,0.509814672,0.330102896,1.148452393,0.767211235,0.826419969,0.580461808,0.37660831,PubchemFP684
0.234399083,0.400801506,0.425453829,0.418526086,0.599062117,1.029451005,0.581749235,0.656174425,0.924291788,0.990279489,PubchemFP714
0.395854629,0.383043423,0.656524036,0.735917608,0.592119145,0.769236653,0.828680898,0.604212053,0.356448614,0.913575419,PubchemFP498
0.370241744,0.569499685,0.483049439,0.773572538,0.633029909,0.480862176,0.666986943,0.784869303,0.8167651,0.625922428,PubchemFP667
0.361750417,0.442988934,0.81286165,0.851307624,0.836083893,0.307723208,0.594749819,0.596115146,0.717262833,0.66152374,PubchemFP493
0.316710538,0.350107292,0.787664295,0.359200978,0.855128258,0.530676793,0.652346673,0.899117053,0.90449182,0.508688402,PubchemFP672
0.142512967,0.297614974,0.494424588,0.420313077,0.60314112,0.788614883,0.790705793,1.042633883,0.689002634,0.892493848,PubchemFP429
0.083035843,0.663246117,0.644388991,0.370339134,0.326548537,0.611272305,1.309984356,1.085722567,0.790459749,0.270973166,PubchemFP541
0.193698232,0.95507339,0.914570587,0.340023642,0.756600361,0.548960878,0.771390363,0.618484935,0.588577985,0.376332124,PubchemFP499
0.298042652,0.222521145,0.417776132,0.314662279,0.708669332,0.979937663,0.830096417,1.040990942,0.832987554,0.417538557,PubchemFP342
0.784403027,0.27377534,0.46545815,0.61355833,0.379407179,0.326802009,0.755381491,0.817026319,1.235833089,0.398220224,PubchemFP620
0.314404871,0.542955787,0.494562421,0.527935984,0.742197756,0.827170534,0.891464537,0.455731974,0.367894275,0.837093099,PubchemFP606
0.491638721,0.372832854,0.267619834,0.998198766,0.620549035,0.378537389,0.530606074,0.608137283,0.946869774,0.770470324,PubchemFP536
0.630707312,0.193991252,0.57836583,1.009986787,0.407759345,0.978425957,0.766656195,0.541094699,0.382067169,0.432449861,PubchemFP299
0.220861205,0.361988495,0.595624054,0.569433102,0.756173167,0.927649043,0.585595063,0.707558453,0.239972533,0.88037302,PubchemFP555
0.198643484,0.21550207,0.41842842,0.862192451,0.497091324,0.894718838,1.00145032,0.361428406,0.564146103,0.825128142,PubchemFP501
0.428227902,0.245006416,0.457856608,0.711008289,0.585438263,0.902263611,0.861719499,0.547579192,0.670484762,0.424109568,PubchemFP503
0.529022114,0.329493054,0.695011422,0.440663771,0.912716466,0.511084025,0.737429599,0.285664722,0.540446683,0.819256908,PubchemFP666
0.632310478,0.626523864,0.878772631,0.424212285,0.411835882,0.362154334,0.472362414,0.470513092,0.332582411,1.176433803,PubchemFP183
0.175222216,0.429657221,0.598532547,0.389358439,0.614490159,0.510034516,0.582717456,0.647457328,0.786381645,1.050148829,PubchemFP550
0.234022503,0.450402888,0.79903375,0.736723092,0.645070714,0.475768324,0.637534052,0.782268727,0.505176585,0.504693548,PubchemFP553
0.484640603,0.324436294,0.718079635,0.74701178,0.578275731,0.71304101,0.616244373,0.453205967,0.588344942,0.547244542,PubchemFP382
0.290273949,0.507282367,0.356974258,0.710019181,0.541614306,0.57273921,0.783828146,0.544118012,0.630697233,0.822466135,PubchemFP565
0.132940383,0.554506216,0.578749478,0.15610647,0.462016278,0.905852171,0.321514149,0.842396801,0.618189859,1.154228551,PubchemFP535
0.219098143,0.207010857,0.839679569,0.945062643,0.9280596,0.743054234,0.69494654,0.418751337,0.394200027,0.326073465,PubchemFP623
0.338791367,0.36019667,0.599241635,0.589037845,0.63253272,0.644997934,0.853895379,0.673492963,0.565069843,0.453380813,PubchemFP393
0.476237542,0.297554906,0.723269543,0.417994193,0.200967898,0.235103891,0.892994784,1.087530686,1.089108671,0.253768939,PubchemFP767
0.570026094,0.424589112,0.407727208,0.642863398,0.411252668,0.386970948,0.717308374,0.663868472,0.747462829,0.673161166,PubchemFP406
0.480666044,0.65082717,0.498912994,0.505737227,0.408692224,0.595576619,0.211648821,1.154487315,0.555573759,0.559037229,PubchemFP632
0.524905593,0.248373988,0.569511134,0.636512828,0.176654762,0.942309019,0.309403471,1.078336108,0.750434938,0.350634591,PubchemFP418
0.374737058,0.456157641,0.501642267,0.254590954,0.626551679,0.718072403,0.49341802,0.729477586,0.566114136,0.777391924,PubchemFP419
0.124020111,0.839315311,0.189240728,0.593556233,0.799304092,0.920173395,0.365351316,0.273819418,0.512979261,0.866146253,PubchemFP680
0.521464495,0.373453488,0.69551436,0.904250253,0.529955251,0.422767208,0.40340918,0.411437082,0.508388548,0.71250656,PubchemFP598
0.211531628,0.489829608,0.860289127,0.56468257,0.486046738,0.257742857,0.69731074,0.689781641,0.72223173,0.495189745,PubchemFP37
0.3033985,0.556320737,1.007298631,0.334388929,0.476148111,0.766144364,0.366867297,0.977173066,0.413981922,0.209138092,PubchemFP386
0.226577168,0.194656548,0.526136478,0.790469785,0.546726995,0.313919885,0.573178586,0.80339376,0.683852416,0.728026912,PubchemFP338
0.45226469,0.514145658,0.115962793,0.659698208,0.236437485,0.681215669,0.764181273,0.923940324,0.684351068,0.295511975,PubchemFP830
0.513386894,0.471225876,0.5670389,0.483417015,0.401141964,0.263078313,0.48793157,0.458636585,0.712158202,0.959753127,PubchemFP589
0.25595495,0.601302129,0.528002335,0.448667853,0.480985545,0.515933055,0.777262367,0.364114484,0.983490485,0.34171251,PubchemFP671
0.257684742,0.17525416,0.594390155,0.650757502,0.888709145,0.514575256,0.290435226,0.542812117,0.667069438,0.659042809,PubchemFP657
0.235683583,0.556809402,0.459473495,0.652937763,0.44234767,0.569732748,0.583505988,0.51625712,0.634568895,0.584120848,PubchemFP405
0.388974077,0.397319113,0.260836345,0.517257182,0.620404229,0.495041338,0.612204159,0.825006379,0.574198352,0.533792143,PubchemFP256
0.145557164,0.359198191,0.681611717,0.486341919,0.566774747,0.545524781,0.552339214,0.504602021,0.65249885,0.727542094,PubchemFP591
0.347074345,0.549740971,0.775368408,0.568995814,0.577431364,0.286040616,0.545275804,0.667277052,0.414195204,0.480210906,PubchemFP495
0.582034321,0.420718907,0.386605126,0.275480538,1.207023076,0.560498458,0.328297991,0.377367955,0.729320836,0.324506757,PubchemFP184
0.189545786,0.400641601,0.423792305,0.346494996,0.906156758,0.945813378,0.688233285,0.326791739,0.62803159,0.248745446,PubchemFP585
0.173704314,0.641107517,0.245907015,0.591865138,0.618840903,0.431414419,0.438929344,0.561660625,0.668957186,0.690719064,PubchemFP143
0.292233918,0.523101423,0.907633251,0.405227348,0.54417318,0.5158842,0.612252828,0.35351364,0.472677993,0.435220164,PubchemFP540
0.38824286,0.351011529,0.341296132,0.48357499,0.655790419,0.653515287,0.69550072,0.361869951,0.632340042,0.496434314,PubchemFP20
0.602555958,0.360831783,0.348654578,0.643516235,0.335731317,0.158465414,1.105288901,0.267457122,0.866457534,0.339426645,PubchemFP547
0.166778283,0.40250571,0.507715455,0.59353213,0.664863666,0.513281468,0.521084471,0.382480188,0.674025587,0.598852415,PubchemFP614
0.686219637,0.457166367,0.300059783,0.716060933,0.758990539,0.525349412,0.380325609,0.404750848,0.562850683,0.23321678,PubchemFP293
0.170223411,0.596416575,0.397018996,0.40724657,0.539518358,0.437260471,0.329726907,0.745933848,0.539485093,0.840354426,PubchemFP576
0.122188475,0.198516272,0.547555746,0.453694168,0.572276579,0.38631406,0.574054928,0.860866371,0.717955404,0.466152278,PubchemFP673
0.713095674,0.405963836,0.424011604,0.579627928,0.610008966,0.260928867,0.449763784,0.535959233,0.671318809,0.174602865,PubchemFP665
0.305211768,0.793763172,0.553361252,0.419520896,0.32852951,0.467716788,0.636307029,0.477319815,0.3345818,0.449338546,PubchemFP380
0.161868326,0.201772777,0.558357028,0.57070221,0.632119476,0.736155925,0.897164166,0.290491068,0.164986744,0.478873547,PubchemFP440
0.055127331,0.096930155,0.231330505,0.398033735,0.834673699,0.574298784,0.572887836,0.627734507,0.823230239,0.476531492,PubchemFP676
0.234229635,0.378099117,0.80394911,0.342870892,0.39850315,0.486831525,0.566857532,0.384531731,0.434735163,0.606015759,PubchemFP376
0.89683502,0.053278472,0.071757169,0.781762246,0.576002482,0.071143093,0.848078982,0.682755736,0.441146037,0.212415028,PubchemFP190
0.475708243,0.721934208,0.322901932,0.319746558,0.389685641,0.617046821,0.508671436,0.451875934,0.399931636,0.391820212,PubchemFP145
0.421330863,0.373754448,0.388038381,0.467199272,0.263265378,0.390752826,0.558547861,0.698534503,0.430386763,0.568848776,PubchemFP435
0.196729974,0.288969754,0.271550095,0.496314795,0.280878296,0.761120865,0.584168271,0.791262792,0.351848924,0.526543257,PubchemFP568
0.125405792,0.13049566,0.246549171,0.615232241,0.776971492,0.350138027,0.724453009,0.509807172,0.447620767,0.61960952,PubchemFP330
0.458295474,0.378123677,0.312011812,0.213103893,0.385112185,0.68848065,0.707044995,0.243995886,0.549772752,0.593022789,PubchemFP442
